Window_End,Hybrid SPY (70/15/15) CAGR,Hybrid SPY (70/15/15) MDD,Dull S&P 500 CAGR,Dull S&P 500 MDD,Hybrid MSCI (40/35/25) CAGR,Hybrid MSCI (40/35/25) MDD,Dull MSCI World CAGR,Dull MSCI World MDD
2021-10-25,0.11004197699389784,-0.5964213712247821,0.09343901785227704,-0.5552859164530535,0.11747280394702542,-0.689616565820042,0.06889712579712315,-0.5555259324725709
2021-11-01,0.11191151236942276,-0.5968913884032017,0.09480244485004019,-0.5552859164530535,0.12010633166463647,-0.6904291860555136,0.07017225550685113,-0.555525932472571
2021-11-08,0.11211184254816442,-0.5967501079284498,0.09412532178853761,-0.5552859164530535,0.12105701870753949,-0.6890879982059768,0.06932907007252376,-0.555525932472571
2021-11-15,0.11213794884263484,-0.5909485308729228,0.09275879565764855,-0.5552859164530535,0.12206545802073543,-0.6802744107831763,0.06808595338439427,-0.5555259324725709
2021-11-23,0.11149052460190934,-0.5896807337662169,0.09246765022178849,-0.5552859164530535,0.12118218711742679,-0.676436521222629,0.06697093449618663,-0.5555259324725709
2021-11-30,0.11276365523652854,-0.5822561281845089,0.09152500011162124,-0.5552859164530534,0.12425295458861974,-0.6653770593056749,0.06592764639235416,-0.5555259324725709
2021-12-07,0.1135374627281136,-0.5821915862398144,0.09204176270855613,-0.5552859164530535,0.12543681163179876,-0.6648611112810441,0.06636770894482003,-0.555525932472571
2021-12-14,0.11348848558576252,-0.592111718458691,0.09311132663964439,-0.5552859164530535,0.12478829508774791,-0.6811396973236548,0.06700343381760665,-0.555525932472571
2021-12-21,0.1127597728971157,-0.5914497882207623,0.09223920823750076,-0.5552859164530535,0.12399492557025571,-0.6797859634395739,0.06600047867873937,-0.555525932472571
2021-12-31,0.11133129196867109,-0.5983081369104635,0.09345028300639058,-0.5552859164530535,0.11995854863279787,-0.692021203900635,0.06749359235339969,-0.5555259324725709
2022-01-07,0.10867131053487156,-0.5982850373382724,0.0918330740832245,-0.5552859164530535,0.11578550281319444,-0.6925330467386824,0.06600176110073863,-0.555525932472571
2022-01-14,0.10968048166122424,-0.5975455210465983,0.09235367031944586,-0.5552859164530535,0.11740925377391065,-0.6917756742799159,0.06634780475900026,-0.5555259324725709
2022-01-21,0.10648843540783726,-0.5960011601460851,0.09003459189562402,-0.5552859164530535,0.11299764828365944,-0.6897853349484022,0.06527397094520704,-0.5555259324725709
2022-01-28,0.10709564326250787,-0.5976762576609209,0.09116345877841403,-0.5552859164530535,0.11256626759557675,-0.6921777038698282,0.06425768906471352,-0.555525932472571
2022-02-04,0.11110737351218258,-0.5948475641735564,0.09349751783015803,-0.5552859164530535,0.1190659840498709,-0.686280764642069,0.06710283708425613,-0.555525932472571
2022-02-11,0.10851870739119418,-0.5923417600259955,0.09075693175257893,-0.5552859164530535,0.11659995280176494,-0.6827546344027224,0.06577027891095333,-0.555525932472571
2022-02-18,0.11114753246418085,-0.581726373330168,0.0917645582120612,-0.5552859164530535,0.1211433849973731,-0.6622607559002383,0.06612402808269824,-0.5555259324725709
2022-02-28,0.10963415347183991,-0.5859597652864401,0.0907517631213397,-0.5552859164530535,0.1189226883593677,-0.6708618227222247,0.06537635193006563,-0.555525932472571
2022-03-07,0.10609873772783307,-0.5791869047001088,0.08611357074951709,-0.5552859164530535,0.11548496928503771,-0.6598416085144365,0.06047577271812621,-0.555525932472571
2022-03-14,0.10695284283397188,-0.5837257689221056,0.08596115418574413,-0.5552859164530535,0.11782296205202636,-0.6678176456413574,0.06055381675462601,-0.555525932472571
2022-03-21,0.10888148559720823,-0.5929963216680163,0.089564663251404,-0.5552859164530535,0.11812011591308513,-0.6827545716730394,0.06361901196452435,-0.555525932472571
2022-03-28,0.11136358408618596,-0.5996417566456429,0.09123714561386076,-0.5552859164530535,0.12158456070640566,-0.6935690344550798,0.06446799483302357,-0.555525932472571
2022-04-05,0.10917645440648038,-0.5988824254855405,0.09182077757283436,-0.5552859164530535,0.11685864452591366,-0.6931465752184681,0.06610687957772465,-0.5555259324725709
